given_name,family_name,date_of_birth,place_of_birth
Donald,Wilson,1955-02-28,Kilmarnock
Edith,Kerr,1936-09-01,Portsoy
Olive,Taylor,1876-11-08,Newry
Jonathan,Brown,1863-11-08,Dalkeith
Margaret,Marshall,1990-01-23,Montrose
Iris,Mitchell,1949-10-20,Bellshill
Jonathan,Hay,1973-10-14,Selkirk
Norman,Crawford,1885-12-23,Galashiels
Kathleen,Bennett,1925-03-06,Helensburgh
Peter,Doyle,1967-08-08,Kirkintilloch
Alan,Latham,1853-05-04,Grantown-on-Spey
Olive,Campbell,1975-06-27,Banff
Andrew,Wilson,1883-01-30,Portsoy
Lily,Gray,1986-12-25,Carluke
Alexander,Grant,1928-02-25,Helensburgh
Leonard,Smith,1905-08-30,Lerwick
Robert,Cunningham,1883-10-30,Hawick
David,Burns,1918-04-14,Nairn
Alice,Duff,1942-10-10,Portadown
Kathleen,Ross,1920-11-11,Newton Stewart
Josephine,Farrow,1914-02-05,Greenock
William,Hopkins,1901-03-26,Invergordon
Stanley,Dixon,1873-05-29,Airdrie
Edith,Morrison,1925-12-13,Bellshill
Amos,Craig,1955-02-07,Linlithgow
Winifred,Barth,1982-02-03,Coleraine
Mabel,Walker,1851-01-07,Ayr
Sidney,Renshaw,1944-11-22,Kilmarnock
Charles,Jones,1902-08-17,Anstruther
Janet,Helm,1855-09-19,Dufftown
Frederick,Martin,1980-03-30,Lurgan
Edward,Gray,1937-07-26,Omagh
Alexander,Watson,1925-09-02,Grantown-on-Spey
Leonard,Douglas,1962-10-17,West Calder
Arthur,Simpson,1905-10-03,Ballymoney
Sean,Burns,1940-07-31,Hamilton
Arthur,Duncan,1990-12-22,Bridge of Allan
Alan,Morrison,1984-08-11,Brechin
Nellie,Kennedy,1933-07-16,Strabane
Josephine,Black,1848-05-09,Barrhead
Grace,Venters,1941-02-16,Castle Douglas
Mabel,Kennedy,1866-05-04,Port Glasgow
Peter,Thomson,1915-12-20,Bathgate
Michael,Doyle,1989-02-12,Lurgan
Norman,Hunter,1907-01-18,Omagh
Hugh,Booth,1844-10-21,Perth
Christopher,Duncan,1889-02-05,Airdrie
Alan,Molnar,1974-01-03,Lockerbie
Nellie,Wallace,1898-07-16,Crieff
Daniel,Duncan,1945-01-20,St Andrews
Helen,Beetham,1908-12-26,Crieff
Patrick,Joynson,1908-12-14,Lockerbie
Robert,Thomson,1858-06-13,Motherwell
Patrick,Rogerson,1855-07-12,Portadown
Susan,Chandler,1927-11-29,Tillicoultry
Josephine,Latham,1934-02-12,Blairgowrie
Arthur,Grant,1908-12-22,Coleraine
Arthur,Walker,1951-03-16,Blairgowrie
Philip,Henderson,1955-01-26,Coleraine
George,Booth,1876-05-21,Bangor
Ethel,Millar,1931-08-26,Buckie
Samuel,Young,1976-05-11,Lurgan
Christopher,Clements,1966-06-11,Castle Douglas
Henry,Hay,1973-09-16,Paisley
Mary,Douglas,1947-07-27,Ayr
Albert,Craig,1919-05-18,Stirling
Amos,Clark,1942-05-17,Kelso
Hugh,MacDonald,1932-05-29,Dromore
Hilda,Hyam,1897-07-19,Bridge of Allan
John,Gray,1875-09-13,Stornoway
Kenneth,Milne,1918-07-12,Newry
Joseph,Wallace,1935-11-19,Alloa
Mary,Duncan,1851-06-08,Port Glasgow
Catherine,Chandler,1940-08-20,Carrickfergus
Alice,Cunningham,1863-09-25,Keith
Thirza,Wright,1891-04-11,Armagh
Ada,Millar,1895-08-08,Belfast
Alexander,Hay,1893-03-14,Barrhead
Muriel,Ghillyer,1966-12-13,Rothesay
Peter,Ross,1859-05-10,Alloa
Alexander,Bell,1890-06-11,Bridge of Allan
Florence,Allan,1964-03-05,Kilsyth
Ian,Chandler,1968-03-13,Huntly
Arthur,Styles,1907-09-30,Campbeltown
Hugh,Anderson,1964-07-05,Greenock
Jose,Anderson,1904-10-22,Ballymena
Michael,Shaw,1984-06-13,Enniskillen
Gladys,Williamson,1944-07-28,Oban
Patrick,Styles,1974-03-29,Buckie
Beatrice,MacDonald,1889-07-24,Belfast
Peter,Watson,1946-02-23,Armagh
Ethel,Ritchie,1936-10-17,Dumfries
Susan,Campbell,1913-01-19,Irvine
Jane,Duff,1971-08-09,Kirkcaldy
Anne,Watson,1879-07-29,Lurgan
Helen,Bell,1846-02-05,Buckie
Philip,Craig,1980-07-08,Jedburgh
Mary,Crawford,1857-08-05,Dundee
Alexander,Dixon,1929-09-11,Port Glasgow
Kathleen,Duncan,1950-05-15,Arbroath
Donald,Wilson,1871-08-05,Elgin
Harold,Chandler,1985-01-06,Montrose
Robert,Wallace,1984-07-10,Galashiels
Edith,Ritchie,1911-11-18,Forfar
Alan,Duncan,1895-03-19,Greenock
Iris,Fraser,1904-11-22,Coleraine
Robert,Hutchinson,1888-09-24,Glasgow
Steven,Mitchell,1902-05-17,Glasgow
Samuel,Chandler,1949-08-03,Greenock
Thirza,Styles,1909-06-09,Nairn
Agnes,Jeffery,1891-05-28,Rothesay
Richard,Renshaw,1956-12-21,Banbridge
Hilda,Munro,1961-01-09,Kirkintilloch
Jonathan,Dixon,1879-09-06,Dumfries
Doris,Williams,1981-07-26,Carrickfergus
Sheila,Watt,1857-02-01,Enniskillen
Jean,Stevenson,1963-09-01,Airdrie
Michael,Munro,1979-01-01,Nairn
Arthur,Kennedy,1885-10-13,Cupar
Christopher,Dixon,1916-05-20,Keith
Amos,Mclaughlan,1855-11-19,Crieff
Robert,Milne,1944-11-15,Rothesay
Christopher,Milne,1868-10-08,Lockerbie
Elsie,Cash,1982-06-02,Dunfermline
Hilda,Ghillyer,1979-10-17,Clydebank
Alan,Dixon,1885-02-06,Galashiels
Charles,Black,1979-03-06,Irvine
Grace,Jeffery,1893-11-11,Crieff
William,Hunter,1941-09-22,Dalbeattie
Jane,Beetham,1919-01-10,Carluke
Colin,Thomson,1867-03-17,Peebles
Leonard,Wallace,1952-05-02,Montrose
Anne,Wright,1946-01-04,Alloa
Alan,Venters,1914-10-17,Hamilton
George,Cash,1841-11-01,Stornoway
Mabel,Venters,1982-09-09,Grantown-on-Spey
Sidney,Humphreys,1952-01-28,Newtownards
Thirza,Clark,1967-11-07,Montrose
Sarah,Campbell,1948-05-31,Galashiels
Mabel,Doyle,1940-06-13,Kilsyth
Christopher,Hetherington,1957-09-14,Ardrossan
Michael,Currie,1852-01-12,Aberdeen
Peter,Morrison,1948-12-29,Fraserburgh
Kenneth,Findlay,1916-01-10,Golspie
Joseph,Milne,1925-03-13,Ballymoney
Olive,Molnar,1926-09-03,Armagh
Thirza,Simpson,1938-05-25,Kirriemuir
Ada,Campbell,1953-05-29,Greenock
Iris,Thomson,1865-03-08,Stonehaven
Thomas,Smith,1924-07-20,Cupar
Josephine,Smith,1843-06-24,Dromore
Nancy,Farrow,1888-01-27,Cupar
Sidney,Chandler,1908-03-27,Rothesay
Helen,Clements,1919-10-10,Portadown
Catherine,Clark,1929-01-26,Portsoy
Patrick,Sinclair,1937-06-12,Montrose
Kenneth,Ritchie,1921-07-08,Blairgowrie
Steven,Gordon,1923-04-22,Ardrossan
Richard,Thomson,1945-03-31,Stirling
Ian,Black,1913-03-23,Strabane
Daniel,Gordon,1854-04-14,Thurso
Steven,Paterson,1865-11-24,Bridge of Allan
Jonathan,Jones,1913-04-06,Bridge of Allan
William,Ross,1886-11-13,Cupar
Steven,Graham,1970-11-06,Alloa
Sidney,Craig,1986-07-19,Bellshill
Samuel,Booth,1870-04-25,Helensburgh
Mary,Denton,1908-11-09,Galashiels
Sarah,Paterson,1886-06-12,Dumbarton
Ronald,Hay,1849-07-21,Newton Stewart
Daniel,Hyam,1870-11-01,Jedburgh
Sidney,Latham,1990-09-03,Golspie
Hilda,Crawford,1896-07-20,Peebles
David,Bentham,1860-01-15,Hawick
Samuel,Hamilton,1979-09-23,Paisley
Thomas,Smith,1913-12-30,Carluke
Henry,Watt,1950-01-14,Haddington
Muriel,Bruce,1840-09-02,Cookstown
Beatrice,Mitchell,1902-11-15,Ballymoney
Muriel,Watt,1914-05-05,Portsoy
Andrew,Young,1945-10-15,Inverness
William,Shaw,1889-01-15,Kirkcaldy
William,Joynson,1985-08-04,Lisburn
Elizabeth,Wood,1841-06-11,Dufftown
George,Fraser,1873-05-27,Barrhead
Sheila,Taylor,1982-05-17,Kelso
Kenneth,MacDonald,1862-08-29,Dalry
Daniel,Gray,1904-02-25,Kinross
Lily,Doyle,1939-11-10,Ballymena
Frederick,Molnar,1864-10-11,Crieff
Kathleen,Cash,1918-01-10,Galashiels
Kenneth,Renshaw,1975-08-15,Campbeltown
Leonard,Thomson,1880-11-05,Coleraine
Kenneth,Denton,1958-11-02,Dunfermline
Olive,Chandler,1936-12-02,Kilsyth
Lily,Robertson,1959-08-17,Dufftown
Susan,Booth,1914-03-18,Elgin
Norman,Mitchell,1866-10-11,Annan
Florence,Hyam,1948-12-14,Perth
Kathleen,Jeffery,1849-08-02,Kilsyth
William,Wood,1916-09-15,Invergordon
Ian,Taylor,1945-06-07,Coleraine
Ian,Wright,1893-10-10,Dundee
Ada,Crawford,1969-03-17,Hamilton
Samuel,Scott,1919-05-16,Banbridge
Donald,Wright,1860-08-04,Motherwell
Harold,Shaw,1935-08-03,Port Glasgow
Donald,Humphreys,1931-05-09,Jedburgh
Lily,Brown,1918-07-05,Kilmarnock
Stanley,Bentham,1936-05-02,Rothesay
Arthur,Ross,1860-03-22,Invergordon
William,Clements,1848-02-04,Campbeltown
Kenneth,Farrow,1937-02-27,Crieff
Norman,Marshall,1845-10-13,Kirkcaldy
Sarah,Walker,1873-07-04,Buckie
Ruth,Penney,1863-10-24,Dingwall
Jonathan,Cash,1926-09-07,Lerwick
Daniel,Williamson,1850-05-06,Enniskillen
Violet,Brown,1934-11-21,Dufftown
Alice,Booth,1898-09-26,Kirkintilloch
Kathleen,Clements,1894-12-04,Crieff
Robert,Martin,1885-08-28,Aberdeen
Ronald,Murray,1966-11-16,Coatbridge
Edith,Hay,1932-11-13,Kirkcaldy
Janet,Watt,1923-02-20,Elgin
William,Hunter,1923-11-04,Ardrossan
Arthur,Marshall,1853-04-02,Dufftown
Hugh,Paterson,1892-10-08,Dalbeattie
Grace,Williamson,1937-09-14,Langholm
David,Shaw,1924-11-09,Wick
Andrew,Wallis,1841-06-13,Downpatrick
Richard,Allan,1860-06-15,Brechin
Hugh,Graham,1859-06-11,Dalbeattie
Edward,Jones,1870-07-28,Dumfries
William,MacDonald,1925-04-16,Bridge of Allan
Kathleen,Latham,1982-07-31,Selkirk
Sheila,Ferguson,1906-01-13,Strabane
Muriel,Gray,1950-07-19,Galashiels
Donald,Black,1915-01-28,Dromore
David,Watson,1912-01-05,Dungannon
Frederick,McKay,1879-11-15,Invergordon
Edith,Chandler,1954-10-10,Larne
Thomas,Barth,1850-10-25,Linlithgow
Lily,Anderson,1929-08-24,Newton Stewart
Andrew,Stevenson,1973-12-18,Enniskillen
Dorothy,Penney,1948-08-29,Dalry
Charles,Watson,1930-06-01,Fraserburgh
Florence,Fraser,1921-05-24,Dalkeith
John,Henderson,1951-09-11,Dromore
Norman,Douglas,1841-04-24,Omagh
Sheila,Wright,1925-12-08,Banbridge
Ian,Beetham,1904-11-20,Tillicoultry
William,Walker,1898-08-01,Inverness
Mabel,Craig,1986-03-09,Lerwick
Joseph,Bell,1874-05-18,Dalkeith
Hilda,Denton,1928-08-28,Clydebank
Patrick,Sinclair,1986-07-09,Bridge of Allan
Betty,MacDonald,1921-07-31,Ayr
Philip,Findlay,1913-05-07,Haddington
Alan,Clark,1910-12-07,Airdrie
Steven,Stewart,1889-04-25,Dumbarton
Sidney,Jeffery,1973-04-07,Dromore
Kathleen,Hay,1860-04-22,Linlithgow
Winifred,Munro,1883-03-01,Oban
Ronald,Wright,1909-02-24,Castle Douglas
David,Anderson,1923-05-17,Peterhead
Colin,Murray,1931-10-23,Musselburgh
Violet,Ferguson,1968-12-11,Lanark
Edward,Ross,1925-05-09,Kirkwall
Charles,Murray,1860-11-04,Oban
Henry,Beetham,1845-07-21,Stornoway
Doris,Douglas,1860-06-16,Forres
Thirza,Bennett,1900-10-29,Hamilton
Michael,Currie,1874-08-31,Downpatrick
Henry,Barth,1938-02-20,Bangor
Sidney,Booth,1971-03-28,Helensburgh
Anne,Duff,1909-01-08,Stonehaven
Susan,Crawford,1961-06-03,Banbridge
Ian,Mitchell,1876-11-26,Glasgow
Grace,Stevenson,1938-09-14,Grantown-on-Spey
Patrick,Taylor,1878-06-24,Linlithgow
Nellie,Martin,1896-03-03,Port Glasgow
David,McKay,1954-11-23,Edinburgh
Ian,Smith,1875-03-08,Selkirk
Kenneth,Fraser,1985-09-12,Jedburgh
Doris,Cash,1862-06-09,Aberdeen
Ronald,Bell,1922-08-26,Hamilton
Amos,Hopkins,1964-05-30,Alloa
Alan,Walker,1920-12-22,Barrhead
Michael,Humphreys,1841-08-18,Stranraer
Hilda,Helm,1874-01-30,Stornoway
Violet,Chandler,1920-07-12,Omagh
Betty,Cash,1931-01-12,Leven
Jonathan,Ghillyer,1938-04-18,Golspie
Susan,Wallis,1894-11-09,Keith
Henry,Rogerson,1948-01-26,Invergordon
Donald,Clark,1878-11-11,Cupar
Doris,Henderson,1888-07-18,Montrose
Olive,Gordon,1875-06-16,Linlithgow
Andrew,Williams,1864-05-29,Ballymena
Hilda,Johnston,1872-01-19,Coatbridge
Joseph,Findlay,1957-12-24,Perth
Richard,Sinclair,1927-10-03,Musselburgh
Lily,Dixon,1889-12-21,Fraserburgh
Stanley,Humphreys,1891-04-28,Larne
Helen,Douglas,1963-02-21,Rothesay
Elsie,Clements,1859-07-26,Kirkcaldy
Betty,Hamilton,1862-07-26,Banff
Amos,Morrison,1974-05-02,Newtownards
Sheila,Hopkins,1853-09-10,Dingwall
Ian,Currie,1863-06-21,Enniskillen
Ethel,Renshaw,1921-05-28,Carluke
John,Clark,1925-08-02,Arbroath
Alan,Penney,1929-09-25,Ballymoney
Sheila,Grant,1947-09-07,Airdrie
Christopher,Dixon,1868-11-23,Leven
George,Wallace,1907-08-23,Barrhead
Ada,Simpson,1945-06-08,Dalry
Betty,Munro,1977-08-05,Paisley
Christopher,Cunningham,1848-05-05,Motherwell
Sidney,Bentham,1916-01-20,Stornoway
Susan,Ghillyer,1901-12-13,Stirling
George,Hamilton,1856-05-06,Coatbridge
Andrew,Farrow,1901-08-22,Stirling
Frederick,Joynson,1917-05-06,Hawick
Colin,Shaw,1897-03-20,Huntly
Peter,Ghillyer,1961-01-22,Blairgowrie
Violet,Black,1977-09-29,Omagh
Winifred,Taylor,1916-12-17,Golspie
Sidney,Wallis,1975-09-06,Stonehaven
Samuel,Sinclair,1866-11-06,Castle Douglas
Jose,Currie,1977-07-16,Carrickfergus
Steven,Clark,1931-10-15,Kelso
Elsie,Hay,1970-08-17,Enniskillen
Nancy,Ghillyer,1858-06-14,Larne
Jean,Mitchell,1932-02-04,Kelso
Sean,Walker,1871-11-21,Irvine
Henry,Clements,1856-05-08,Coleraine
Helen,Craig,1937-05-20,Bathgate
Norman,Stewart,1973-05-03,Lurgan
Samuel,Barth,1905-06-22,Barrhead
Christopher,Taylor,1879-10-26,Strabane
Olive,Wright,1905-04-06,Golspie
Hugh,Kennedy,1958-08-15,Ayr
Kathleen,Stewart,1889-04-08,Armagh
Catherine,Denton,1971-11-22,Dunfermline
Doris,Walker,1906-12-23,Stonehaven
Norman,Joynson,1897-09-16,Haddington
Susan,Kennedy,1875-08-22,Dingwall
Janet,Reid,1975-03-26,Newtownards
Samuel,Reid,1919-10-01,Alloa
Philip,Robertson,1882-06-08,Kirkcaldy
Alexander,Fraser,1974-07-24,Linlithgow
Edith,Cash,1968-03-20,Brechin
William,McKay,1941-07-23,Cookstown
Thirza,Taylor,1984-05-23,Airdrie
Ian,Kerr,1981-02-14,Keith
Edward,Anderson,1971-12-29,Coleraine
Susan,Hunter,1987-11-05,Keith
Jean,Clements,1915-07-02,Selkirk
Jonathan,Murray,1987-08-14,Dundee
Alice,Norman,1968-04-07,Bridge of Allan
Agnes,Scott,1893-09-12,Coatbridge
Elizabeth,Morrison,1981-07-04,Perth
Elizabeth,Reid,1974-09-04,Castle Douglas
Charles,Styles,1872-10-09,Dumfries
Michael,Thomson,1880-10-17,Blairgowrie
Philip,Hyam,1920-05-09,Falkirk
David,Allan,1913-05-13,Dalbeattie
Thomas,Grant,1854-03-22,Milngavie
Elsie,Bruce,1931-03-02,St Andrews
Anne,Brown,1906-07-25,Arbroath
Florence,Chandler,1953-09-15,Dromore
Michael,McKay,1976-11-01,Stirling
Sidney,Henderson,1963-05-09,Peebles
Dorothy,Munro,1884-08-15,Forfar
Michael,Stewart,1879-08-15,Larne
Josephine,Fraser,1966-04-25,Tillicoultry
Jean,Williamson,1965-08-15,Ayr
Iris,Robertson,1844-09-23,Irvine
Arthur,Ross,1857-10-27,Motherwell
Richard,Renshaw,1881-03-24,Kirkcaldy
Anne,Hutchinson,1854-06-25,Fraserburgh
William,Stewart,1900-08-28,Kelso
Charles,Black,1983-11-26,Ardrossan
Albert,Scott,1880-04-18,Newton Stewart
Ruth,Hyam,1980-10-29,Wishaw
Jane,Kennedy,1931-03-11,Ballymoney
Colin,Dixon,1908-10-23,Wick
George,Bennett,1918-03-30,Aberdeen
Alan,Crawford,1911-03-27,Milngavie
Sidney,Milne,1860-11-13,Armagh
Ada,Ritchie,1956-08-30,Dunfermline
Thirza,Johnston,1886-07-19,Kelso
Thomas,Hay,1983-05-13,Kirkintilloch
Norman,Burns,1940-02-20,Galashiels
Amos,Morrison,1977-10-20,Kirkintilloch
Hugh,Findlay,1849-08-13,Armagh
Arthur,Murray,1893-01-22,Enniskillen
Thirza,Black,1843-04-27,Stranraer
John,Williamson,1868-08-02,Hamilton
Elizabeth,Craig,1850-08-27,Bridge of Allan
Ruth,Henderson,1989-01-01,Forfar
Alexander,Styles,1920-03-30,Newry
Andrew,Douglas,1929-06-27,Fraserburgh
Nellie,Rogerson,1901-01-21,Lanark
Jonathan,Findlay,1873-10-10,Hawick
Norman,Denton,1939-10-04,Port Glasgow
Josephine,Bruce,1904-05-16,Linlithgow
Violet,Taylor,1854-09-15,Newry
Patrick,Penney,1891-01-10,Port Glasgow
Catherine,Bell,1932-10-26,Portadown
Peter,Williamson,1950-05-01,Linlithgow
Jonathan,Venters,1952-09-27,Kirkwall
Muriel,Venters,1848-01-19,Newton Stewart
Olive,Kerr,1930-02-28,Wishaw
Kenneth,Hutchinson,1934-06-17,Dumbarton
Iris,Dixon,1924-04-22,Blairgowrie
Nancy,Mclaughlan,1880-06-27,Dungannon
John,Robertson,1909-04-01,Kinross
Patrick,Helm,1953-09-08,Lurgan
William,Beetham,1844-02-18,Lockerbie
George,Jones,1876-10-20,Newtownards
Ethel,Dixon,1844-04-03,Kinross
Edith,Wilson,1921-03-21,Aberdeen
Olive,Graham,1936-01-30,Fraserburgh
Frederick,Williamson,1906-10-26,Dumfries
Samuel,Allan,1971-06-23,Langholm
Jane,Wallis,1926-05-12,Londonderry
Betty,Wallis,1906-01-31,Selkirk
Mabel,Ross,1914-07-22,Brechin
Olive,Joynson,1958-01-04,Ballymoney
Janet,Thomson,1901-06-11,Thurso
Robert,Simpson,1932-09-09,Oban
Edith,Findlay,1927-11-04,Glasgow
James,Helm,1845-12-08,Milngavie
Michael,Black,1930-11-23,Londonderry
Philip,Walker,1984-07-24,Kilmarnock
Olive,Wright,1964-11-03,Strabane
John,Reid,1871-07-21,Dalry
Thomas,Stewart,1943-03-20,Falkirk
Albert,Young,1865-09-21,Irvine
Ruth,Chandler,1855-11-14,Dunfermline
Frederick,McKay,1892-01-25,Dunfermline
Robert,Hetherington,1969-04-11,Crieff
Alan,Farrow,1948-07-03,Dumbarton
Olive,Mclaughlan,1908-08-19,Dalkeith
Charles,Johnston,1904-04-27,Huntly
Edward,Helm,1967-04-12,Dingwall
Grace,Fraser,1956-02-03,Port Glasgow
Daniel,Venters,1952-03-26,Kirriemuir
Joseph,Clark,1868-10-06,Dungannon
Alexander,Campbell,1898-06-18,Dalbeattie
Andrew,Dixon,1899-10-04,Kirriemuir
Colin,Campbell,1886-07-15,Barrhead
Catherine,McKay,1964-12-16,Kirriemuir
Edward,Shaw,1987-10-29,Kirkwall
Grace,Ferguson,1983-04-10,Portsoy
Robert,Marshall,1895-01-29,Leven
Jose,Stevenson,1975-11-29,Stornoway
Agnes,Cash,1989-02-21,Annan
Nellie,Grant,1890-01-24,Kirriemuir
Jean,Hyam,1974-02-01,Paisley
John,Johnston,1962-01-03,Banbridge
Michael,Cash,1846-06-19,Huntly
Susan,Wilson,1855-07-12,Lerwick
Jose,Munro,1876-06-04,Clydebank
Doris,Clark,1972-04-01,Carluke
Hugh,Sinclair,1874-12-02,Stranraer
Nancy,Norman,1871-12-21,Campbeltown
Ada,Kennedy,1926-12-10,Linlithgow
Grace,Ferguson,1990-11-03,Selkirk
George,Brown,1980-05-25,Londonderry
Helen,Currie,1914-12-04,Tillicoultry
Florence,Clements,1986-02-23,Buckie
Leonard,Venters,1854-02-17,Bathgate
Ian,Clements,1976-08-27,Milngavie
Nancy,Wood,1894-01-26,Lockerbie
Thomas,Clements,1887-11-13,Portadown
John,Watson,1927-12-30,Dufftown
Nancy,Duncan,1859-06-02,Hamilton
Sean,Crawford,1935-02-11,Alloa
Ian,Black,1956-11-30,Keith
Jose,Craig,1879-08-01,Coleraine
Norman,McKay,1897-02-06,Carluke
James,Ross,1960-01-11,Hamilton
Ada,Taylor,1871-10-20,Fraserburgh
Steven,Young,1939-10-05,Dungannon
Arthur,Marshall,1989-05-08,Stranraer
Charles,Stewart,1955-06-09,Ballymena
Gladys,Helm,1899-02-23,Stornoway
Elizabeth,Henderson,1909-12-18,Dumfries
Hugh,Reid,1865-06-06,Banff
Amos,Doyle,1890-01-06,Stirling
Harold,MacDonald,1920-08-26,Inverness
Norman,Hetherington,1966-03-20,Armagh
Jane,Grant,1956-05-01,Peterhead
Violet,Clark,1969-08-28,Tillicoultry
Andrew,Grant,1922-11-07,Kilsyth
Christopher,Wood,1971-12-01,Selkirk
Philip,Ferguson,1888-10-02,Greenock
Janet,Brown,1988-10-26,Edinburgh
Alexander,Ritchie,1898-06-28,Dalry
Ada,Paterson,1857-10-15,Stranraer
Jane,Wilson,1873-06-04,Motherwell
Ruth,MacDonald,1881-08-05,Bellshill
Christopher,Burns,1874-03-24,Kilmarnock
Ruth,Watt,1900-01-09,Arbroath
Nancy,Stewart,1933-08-16,Dingwall
Olive,Watson,1975-09-29,Keith
Colin,Martin,1865-05-11,Kirriemuir
John,Wallace,1903-03-17,Stonehaven
Philip,Wallace,1883-03-09,Dumfries
Ada,Bell,1934-05-10,Greenock
Betty,Young,1928-08-08,Strabane
Robert,Kennedy,1926-07-15,Lerwick
Samuel,Stevenson,1937-12-03,Kilmarnock
Steven,Renshaw,1879-09-23,Glasgow
Norman,Burns,1955-08-31,Bathgate
Josephine,Watson,1861-11-22,Tillicoultry
Frederick,Henderson,1847-01-29,Fraserburgh
Janet,Clements,1920-10-08,Glasgow
Jane,Burns,1895-07-02,Dalkeith
Mary,Findlay,1935-10-15,Dromore
Hilda,Ferguson,1925-06-16,Galashiels
Beatrice,Hamilton,1910-10-16,Rothesay
Alexander,Hetherington,1962-07-17,Ballymena
Philip,Latham,1967-10-05,Peterhead
Florence,Gordon,1879-08-01,Dalry
Olive,Hunter,1947-05-09,Langholm
Arthur,Stevenson,1873-05-12,Kilmarnock
Daniel,Thomson,1901-08-17,Leven
Edith,Norman,1901-07-23,Golspie
Alan,Wallis,1916-01-18,Barrhead
Sidney,Henderson,1913-01-19,Leven
Anne,Penney,1908-03-28,Belfast
Kenneth,Grant,1986-08-22,Invergordon
James,Stevenson,1881-01-08,Arbroath
Edith,Campbell,1896-06-09,Langholm
James,Wright,1848-10-14,Ballymoney
Dorothy,MacDonald,1922-03-02,Downpatrick
Harold,Campbell,1959-01-24,Helensburgh
Dorothy,Williamson,1922-10-05,Crieff
Nancy,Kerr,1898-03-11,Kinross
Violet,Dixon,1972-05-08,Carluke
Elsie,Denton,1946-01-15,Perth
Florence,Barth,1850-01-17,Port Glasgow
Jane,Fraser,1914-04-16,Lerwick
Ian,Bell,1959-03-26,Fraserburgh
Olive,Watt,1931-05-03,Falkirk
William,Crawford,1937-03-03,Hamilton
Muriel,Denton,1857-04-03,Londonderry
Agnes,Renshaw,1944-08-23,Bangor
Edward,Craig,1883-04-07,Stonehaven
Albert,Walker,1877-12-31,Barrhead
Alan,Williamson,1985-09-23,Linlithgow
Christopher,Norman,1950-03-29,Ballymoney
Jonathan,Bentham,1895-10-03,Cupar
Andrew,Booth,1935-02-01,Dingwall
Anne,Ross,1921-05-08,Port Glasgow
Elsie,Penney,1986-04-08,Blairgowrie
Muriel,Robertson,1974-10-05,Musselburgh
Robert,Smith,1935-07-01,Musselburgh
Elsie,Henderson,1937-07-10,Thurso
Albert,Mitchell,1940-10-05,Dunfermline
Frederick,Bell,1976-11-25,Nairn
Margaret,Chandler,1862-01-23,Kilsyth
Robert,Murray,1910-07-24,Leven
Elsie,Humphreys,1869-06-07,Kelso
Albert,MacDonald,1963-07-08,Dalry
Alexander,Hutchinson,1914-02-25,Bridge of Allan
Henry,Wright,1884-01-02,Kirkintilloch
Edith,Penney,1942-05-09,Kinross
Christopher,Chandler,1886-04-20,Helensburgh
Nellie,Hyam,1842-06-19,Dromore
Catherine,Gray,1897-08-09,Stornoway
Florence,Gordon,1937-12-15,Kilmarnock
Elizabeth,Bruce,1842-01-16,Elgin
Anne,Ghillyer,1977-01-31,Hawick
Alexander,Millar,1919-03-14,Bathgate
Iris,Denton,1863-09-18,Lisburn
Grace,Denton,1910-11-26,Jedburgh
Sidney,Renshaw,1905-03-02,Nairn
Jose,Denton,1902-05-04,Wick
Andrew,Stevenson,1861-02-23,Dundee
Amos,Bentham,1981-09-04,Barrhead
Andrew,Latham,1974-08-27,Airdrie
Doris,Gordon,1883-11-05,Aberdeen
Hilda,Ghillyer,1962-12-22,Inverness
Nancy,Watson,1912-08-02,Cupar
Sidney,Clements,1878-11-08,Annan
Edward,Hay,1842-01-31,Clydebank
Jose,Young,1929-03-30,Stirling
Betty,Gordon,1894-06-10,Dumbarton
Amos,Stevenson,1955-06-26,Arbroath
Ian,Findlay,1941-10-22,Stornoway
Florence,Bentham,1969-08-23,Milngavie
Jane,Murray,1879-12-14,Larne
Ian,Beetham,1965-03-12,Crieff
Sheila,Cash,1929-09-06,Golspie
Ronald,Wallis,1854-02-17,Dungannon
George,Helm,1945-12-23,Montrose
Elizabeth,Taylor,1906-03-10,Edinburgh
Gladys,Beetham,1969-02-02,Buckie
Olive,Molnar,1884-01-28,Dufftown
Edith,Bell,1905-06-12,Coleraine
Richard,Bentham,1965-06-22,Port Glasgow
Daniel,Grant,1987-12-22,Lanark
Henry,Humphreys,1878-03-29,Larne
Donald,Clark,1946-09-14,Kirkcaldy
Alexander,Kennedy,1946-12-06,Castle Douglas
William,Hyam,1972-03-20,Ballymoney
Peter,Joynson,1971-01-05,Enniskillen
Sidney,Hutchinson,1908-05-14,Selkirk
Nancy,Hopkins,1841-06-25,Coleraine
Betty,Currie,1940-09-20,Stirling
Edith,Ghillyer,1850-05-09,Stirling
Edith,Molnar,1988-10-02,Crieff
Sidney,Robertson,1893-05-07,Oban
James,Crawford,1856-03-08,Clydebank
Amos,Ghillyer,1928-04-27,Ballymoney
Michael,Molnar,1941-06-05,Lisburn
Peter,Johnston,1840-06-20,Ballymena
Alan,Wilson,1909-03-05,Coleraine
Elizabeth,Findlay,1862-01-29,Musselburgh
Christopher,Stewart,1959-09-06,Oban
Sarah,MacDonald,1851-09-11,Bellshill
Daniel,Scott,1974-10-30,Langholm
Josephine,Beetham,1983-11-26,Stornoway
